Resistance,Frequency_Hz,Vs_Vpp_Run1,VR_Vpp_Run1,Gain_Run1,Run_Run1,Vs_Vpp_Run2,VR_Vpp_Run2,Gain_Run2,Run_Run2,Gain_Diff,Abs_Gain_Diff,Relative_Gain_Diff_Percent,Vs_Diff,VR_Diff,Suspicious
100,3150,1.48,0.952,0.6432432432432432,1,1.46,0.95,0.6506849315068493,2,0.007441688263606028,0.007441688263606028,1.1569011166110212,-0.020000000000000018,-0.0020000000000000018,False
100,3175,1.48,0.952,0.6432432432432432,1,1.46,0.95,0.6506849315068493,2,0.007441688263606028,0.007441688263606028,1.1569011166110212,-0.020000000000000018,-0.0020000000000000018,False
100,3200,1.48,0.948,0.6405405405405405,1,1.46,0.948,0.6493150684931507,2,0.008774527952610134,0.008774527952610134,1.3698630136986285,-0.020000000000000018,0.0,False
100,3225,1.49,0.946,0.6348993288590604,1,1.46,0.944,0.6465753424657534,2,0.011676013606693014,0.011676013606693014,1.8390338555996397,-0.030000000000000027,-0.0020000000000000018,False
100,3250,1.49,0.946,0.6348993288590604,1,1.46,0.944,0.6465753424657534,2,0.011676013606693014,0.011676013606693014,1.8390338555996397,-0.030000000000000027,-0.0020000000000000018,False
100,3275,1.5,0.944,0.6293333333333333,1,1.46,0.944,0.6465753424657534,2,0.017242009132420133,0.017242009132420133,2.7397260273972672,-0.040000000000000036,0.0,False
100,3300,1.5,0.944,0.6293333333333333,1,1.46,0.944,0.6465753424657534,2,0.017242009132420133,0.017242009132420133,2.7397260273972672,-0.040000000000000036,0.0,False
100,3325,1.5,0.942,0.628,1,1.48,0.944,0.6378378378378378,2,0.00983783783783776,0.00983783783783776,1.5665346875537833,-0.020000000000000018,0.0020000000000000018,False
100,3350,1.5,0.94,0.6266666666666666,1,1.5,0.94,0.6266666666666666,2,0.0,0.0,0.0,0.0,0.0,False
100,3375,1.5,0.936,0.624,1,1.5,0.936,0.624,2,0.0,0.0,0.0,0.0,0.0,False
100,3400,1.5,0.932,0.6213333333333334,1,1.5,0.936,0.624,2,0.002666666666666595,0.002666666666666595,0.4291845493562116,0.0,0.0040000000000000036,False
100,3450,1.52,0.926,0.6092105263157895,1,1.5,0.928,0.6186666666666667,2,0.009456140350877162,0.009456140350877162,1.5521958243340481,-0.020000000000000018,0.0020000000000000018,False
100,3500,1.54,0.92,0.5974025974025974,1,1.5,0.92,0.6133333333333334,2,0.015930735930736017,0.015930735930736017,2.666666666666681,-0.040000000000000036,0.0,False
100,3600,1.54,0.896,0.5818181818181818,1,1.5,0.904,0.6026666666666667,2,0.020848484848484894,0.020848484848484894,3.5833333333333415,-0.040000000000000036,0.008000000000000007,False
100,3800,1.58,0.856,0.5417721518987342,1,1.54,0.88,0.5714285714285714,2,0.02965641952983722,0.02965641952983722,5.473965287049393,-0.040000000000000036,0.02400000000000002,False
100,4000,1.62,0.824,0.508641975308642,1,1.62,0.828,0.5111111111111111,2,0.0024691358024691024,0.0024691358024691024,0.48543689320387695,0.0,0.0040000000000000036,False
100,4500,1.74,0.72,0.41379310344827586,1,1.7,0.72,0.4235294117647059,2,0.00973630831643002,0.00973630831643002,2.3529411764705883,-0.040000000000000036,0.0,False
